user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0886,Nissan Lea,34,S203,new york,2023-08-01 18:19:51,2023-08-01 22:48:39.000000000,21.42,4.48,13.1,$25.95,Afternoon#,Thursday#,23%,80%,87.68,1.04,2,dc fast charger,commuter
U0887,nissan leaf,68,S363,seattle,2023-07-04 06:48:23,2023-07-04 10:20:47.000000000,45.9,3.54,40.43,$27.47,Afternoon#,FRIDAY,72%,80%,93.48,11.73,9,LEVEL 2,COMMUTER
U0888,Hyundai Kona#,34,S153,SAN FRANCISCO,2023-11-20 11:12:55,2023-11-20 13:54:19.000000000,76.23,2.69,28.3,$34.58,morning,thursday,10%,99%,259.01,0.4,7,Level 2 ,Commuter 
U0889,NISSAN LEAF,84,S103,San Francisco ,2023-03-07 22:36:37,2023-03-08 05:13:13.000000000,68.05,6.61,29.27,$13.97,NIGHT,Tuesday ,40%,86%,223.31,23.16,5,Level 1 ,long-distance traveler
U0890,tesla model 3,42,S214,San Francisco ,2023-09-30 17:25:46,2023-09-30 21:24:34.000000000,9.55,3.98,44.72,$41.12,night,Wednesday ,18%,97%,110.54,18.84,5,Level ,Commuter 
U0891,AUDI E-TRON,57,S340,San Francisc,2023-01-16 14:14:10,2023-01-16 22:14:10.000000000,70.44,8.0,12.97,$42.98,Afternoo,Monday#,66%,99%,214.23,38.46,6,DC Fast Charger#,commuter
U0892,CHEVY BOLT,79,S162,Seattl,2023-02-08 13:27:12,2023-02-08 17:19:24.000000000,74.25,3.87,10.9,$23.15,evening,Thursday ,74%,85%,180.81,20.43,9,Level ,COMMUTER
U0893,chevy bolt,35,S371,seattle,2023-10-24 09:24:01,2023-10-24 15:00:37.000000000,59.47,5.61,32.3,$17.52,Evening ,Monday#,32%,92%,293.4,20.25,8,Level ,Long-Distance Travele
U0894,Tesla Model 3#,94,S336,New Yor,2023-04-03 22:34:40,2023-04-04 05:25:40.000000000,18.45,6.85,48.14,$5.28,AFTERNOON,Saturday#,35%,88%,144.33,14.38,0,Level 1 ,Commuter 
U0895,Nissan Lea,58,S338,san francisco,2023-04-20 16:18:12,2023-04-20 20:17:00.000000000,28.73,3.98,43.1,$47.17,evening,Friday#,26%,97%,255.01,12.71,5,DC Fast Charge,Commute
U0896,tesla model 3,83,S235,New York#,2023-02-09 04:53:36,2023-02-09 10:56:00.000000000,49.34,6.04,7.98,$31.66,Afternoo,TUESDAY,22%,99%,244.04,26.46,1,DC Fast Charger ,Long-Distance Traveler 
U0897,AUDI E-TRON,55,S097,seattle,2023-12-03 19:59:08,2023-12-03 23:19:32.000000000,44.75,3.34,17.15,$39.6,MORNING,Saturda,37%,88%,74.61,25.65,2,LEVEL 1,Commuter 
U0898,Hyundai Kon,81,S365,new york,2023-01-08 06:27:12,2023-01-08 13:16:24.000000000,35.36,6.82,45.75,$17.15,Mornin,Sunda,13%,86%,69.31,-7.05,5,level 1,commuter
U0899,Audi e-Tro,57,S212,new york,2023-02-06 03:59:25,2023-02-06 06:04:13.000000000,23.87,2.08,16.34,$22.01,Nigh,friday,59%,91%,75.84,38.49,4,Level ,Long-Distance Traveler#
NA,NA,70,NA,NA,NA,NA,15.61,7.9,18.5,$34.24,NA,NA,60%,82%,58.18,-3.41,0,NA,NA
U0901,nissan leaf,30,S135,Los Angeles ,2023-10-02 00:30:30,2023-10-02 06:42:30.000000000,61.48,6.2,2.5,$48.23,evening,Monda,37%,81%,294.91,27.97,7,level 1,Commute
NA,NA,37,NA,NA,NA,NA,11.97,7.2,20.55,$47.95,NA,NA,45%,86%,129.16,31.98,6,NA,NA
NA,NA,42,NA,NA,NA,NA,20.5,4.15,21.05,$23.18,NA,NA,63%,85%,142.49,34.69,4,NA,NA
U0904,Nissan Leaf#,37,S480,Seattl,2023-11-13 11:13:16,2023-11-13 16:40:16.000000000,39.79,5.45,48.74,$10.65,Morning#,THURSDAY,14%,88%,269.87,6.97,7,LEVEL 1,commuter
U0905,Chevy Bol,60,S051,Los Angeles ,2023-07-17 02:49:27,2023-07-17 07:33:51.000000000,31.8,4.74,25.04,$19.23,morning,TUESDAY,31%,97%,164.64,6.77,3,DC Fast Charge,Long-Distance Travele
U0906,Nissan Leaf ,52,S039,Los Angele,2023-11-08 10:23:39,2023-11-08 15:34:27.000000000,15.4,5.18,7.25,$46.02,Evening#,tuesday,28%,91%,179.21,36.92,1,dc fast charger,Long-Distance Travele
U0907,Hyundai Kon,73,S203,Chicago ,2023-02-28 08:02:59,2023-02-28 10:55:47.000000000,47.88,2.88,10.68,$42.09,Mornin,TUESDAY,37%,97%,251.46,-6.36,7,DC FAST CHARGER,COMMUTER
U0908,Hyundai Kona ,48,S054,New York#,2023-10-22 01:04:39,2023-10-22 05:49:03.000000000,30.37,4.74,28.1,$9.39,morning,thursday,38%,88%,93.58,36.04,5,level 2,Long-Distance Travele
U0909,Hyundai Kon,34,S218,Los Angeles ,2023-09-29 12:18:14,2023-09-29 20:17:02.000000000,5.63,7.98,34.51,$5.06,MORNING,Tuesday ,24%,89%,124.09,24.55,2,Level ,Long-Distance Traveler#
U0910,Chevy Bolt ,31,S047,Seattle#,2023-09-23 07:00:05,2023-09-23 10:55:53.000000000,51.6,3.93,48.27,$11.02,MORNING,saturday,60%,95%,84.86,16.05,7,Level 1#,Long-Distance Traveler#
U0911,Tesla Model 3 ,77,S175,Los Angeles#,2023-06-26 02:25:10,2023-06-26 09:43:46.000000000,13.29,7.31,28.91,$37.93,AFTERNOON,Wednesday ,26%,92%,297.9,34.03,7,LEVEL 2,COMMUTER
U0912,Audi e-Tron#,64,S140,San Francisco ,2023-10-27 07:03:27,2023-10-27 09:55:03.000000000,63.39,2.86,33.91,$47.37,Nigh,Tuesday ,34%,86%,229.4,32.63,3,LEVEL 2,commuter
U0913,Audi e-Tron ,68,S237,San Francisc,2023-05-12 01:07:08,2023-05-12 08:53:56.000000000,39.0,7.78,24.93,$32.5,MORNING,Tuesday#,40%,96%,227.24,6.7,0,Level ,Long-Distance Travele
U0914,hyundai kona,68,S174,Chicago ,2023-09-22 12:02:05,2023-09-22 16:50:05.000000000,6.36,4.8,41.34,$30.17,EVENING,Tuesday#,66%,89%,214.97,39.27,7,DC Fast Charge,COMMUTER
U0915,nissan leaf,43,S291,los angeles,2023-03-09 07:01:22,2023-03-09 12:20:34.000000000,74.39,5.32,45.83,$46.26,Mornin,SUNDAY,57%,84%,279.27,37.67,3,LEVEL 1,LONG-DISTANCE TRAVELER
U0916,Tesla Model ,56,S393,San Francisc,2023-03-11 18:34:14,2023-03-12 02:24:02.000000000,24.06,7.83,44.09,$45.25,EVENING,Monda,64%,91%,101.79,26.83,9,LEVEL 1,Long-Distance Travele
U0917,Tesla Model 3#,62,S168,New York#,2023-02-03 21:47:04,2023-02-03 23:42:16.000000000,79.27,1.92,21.65,$40.74,Nigh,Frida,61%,83%,235.99,39.53,6,DC Fast Charge,Long-Distance Traveler 
U0918,tesla model 3,51,S498,Los Angele,2023-03-17 11:14:47,2023-03-17 16:34:35.000000000,19.84,5.33,43.61,$41.59,Night#,Sunday#,57%,82%,58.92,31.75,9,Level 1#,COMMUTER
U0919,chevy bolt,66,S387,SAN FRANCISCO,2023-07-26 12:13:59,2023-07-26 16:31:22.999999999,59.71,4.29,19.76,$11.32,night,THURSDAY,26%,92%,112.71,10.41,7,Level 1#,commuter
U0920,AUDI E-TRON,96,S216,Los Angeles#,2023-09-17 10:50:57,2023-09-17 14:55:09.000000000,69.9,4.07,39.75,$8.82,MORNING,FRIDAY,67%,98%,157.73,39.79,8,level 1,long-distance traveler
U0921,tesla model 3,50,S190,chicago,2023-01-13 06:47:53,2023-01-13 12:34:41.000000000,57.51,5.78,36.98,$30.86,Afternoon#,monday,39%,97%,62.13,35.17,8,Level ,LONG-DISTANCE TRAVELER
U0922,Audi e-Tro,62,S005,SEATTLE,2023-08-21 21:38:47,2023-08-22 00:29:11.000000000,12.18,2.84,47.38,$4.91,AFTERNOON,Wednesday#,39%,88%,266.98,35.31,1,Level 1#,Long-Distance Traveler#
U0923,Chevy Bolt#,96,S435,san francisco,2023-08-29 18:23:37,2023-08-29 23:14:37.000000000,21.33,4.85,10.76,$35.16,Evening#,Thursday#,37%,99%,187.13,-0.36,5,dc fast charger,commuter
U0924,CHEVY BOLT,75,S358,seattle,2023-09-24 03:34:04,2023-09-24 09:16:40.000000000,70.4,5.71,35.12,$45.76,Night#,saturday,23%,98%,43.13,-0.76,7,level 1,LONG-DISTANCE TRAVELER
NA,NA,41,NA,NA,NA,NA,13.08,6.7,17.83,$27.21,NA,NA,73%,86%,209.36,-5.34,2,NA,NA
U0926,Chevy Bolt ,60,S430,Los Angeles ,2023-06-03 19:07:15,2023-06-04 02:00:39.000000000,18.18,6.89,45.48,$2.7,Night ,Saturday#,39%,93%,127.36,2.55,5,dc fast charger,Long-Distance Traveler#
U0927,Audi e-Tron ,42,S278,SAN FRANCISCO,2023-01-27 01:34:47,2023-01-27 08:11:23.000000000,22.76,6.61,49.14,$37.19,EVENING,sunday,31%,83%,284.47,28.66,6,Level 2 ,Commuter 
U0928,Tesla Model 3#,83,S109,New York#,2023-06-11 02:17:37,2023-06-11 03:06:49.000000000,74.6,0.82,45.22,$13.47,Afternoo,Wednesday#,27%,92%,50.24,35.6,7,level 2,COMMUTER
U0929,AUDI E-TRON,64,S455,Chicag,2023-12-27 10:16:14,2023-12-27 11:48:38.000000000,12.03,1.54,33.39,$28.24,Evenin,Friday ,34%,99%,118.42,20.44,5,Level 1 ,Long-Distance Travele
U0930,Tesla Model 3 ,97,S288,san francisco,2023-05-29 08:06:58,2023-05-29 14:51:22.000000000,73.84,6.74,38.26,$27.41,Afternoon ,Frida,64%,80%,237.32,-0.41,1,DC Fast Charger#,Commute
U0931,Chevy Bolt ,41,S086,NEW YORK,2023-03-28 04:20:09,2023-03-28 05:56:45.000000000,31.12,1.61,27.9,$33.06,Evenin,Monda,19%,84%,287.42,-7.68,7,LEVEL 2,long-distance traveler
U0932,Tesla Model 3#,49,S235,SEATTLE,2023-12-28 03:56:36,2023-12-28 09:54:12.000000000,15.32,5.96,3.88,$5.02,Evening ,SATURDAY,63%,82%,256.19,33.76,3,DC FAST CHARGER,Commuter#
U0933,Nissan Leaf ,91,S311,Los Angele,2023-12-19 17:17:51,2023-12-19 19:05:15.000000000,56.99,1.79,45.42,$38.31,evening,SUNDAY,45%,87%,208.9,19.68,0,LEVEL 1,Long-Distance Traveler 
U0934,Hyundai Kon,91,S039,chicago,2023-06-18 21:11:16,2023-06-19 01:37:04.000000000,33.82,4.43,40.91,$34.03,Evenin,Thursday ,34%,99%,113.03,31.58,7,level 1,Long-Distance Travele
U0935,chevy bolt,50,S252,Los Angeles#,2023-12-11 21:22:34,2023-12-12 05:19:34.000000000,58.45,7.95,39.19,$49.63,Night#,Sunda,76%,94%,96.5,6.78,2,Level 2 ,Commuter#
U0936,CHEVY BOLT,93,S052,Chicago ,2023-05-13 07:14:33,2023-05-13 09:51:09.000000000,51.03,2.61,31.54,$10.39,Afternoon#,Monday#,45%,96%,81.96,-5.55,1,level 2,Long-Distance Traveler 
U0937,AUDI E-TRON,78,S499,San Francisc,2023-10-12 11:31:38,2023-10-12 14:49:01.999999999,62.89,3.29,25.12,$27.3,MORNING,THURSDAY,69%,89%,286.45,25.78,5,LEVEL 2,commuter
U0938,Tesla Model 3#,82,S252,san francisco,2023-03-16 22:35:27,2023-03-17 00:49:51.000000000,70.3,2.24,20.58,$48.96,Nigh,thursday,34%,88%,204.44,32.95,8,Level 2 ,long-distance traveler
NA,NA,78,NA,NA,NA,NA,33.46,2.14,7.48,$48.16,NA,NA,52%,99%,166.36,18.62,7,NA,NA
U0940,tesla model 3,46,S273,New York#,2023-07-09 04:34:45,2023-07-09 06:22:09.000000000,43.46,1.79,4.03,$35.84,Night ,Monday ,52%,91%,30.25,36.34,6,Level ,LONG-DISTANCE TRAVELER
U0941,Chevy Bol,71,S494,New York#,2023-03-11 06:47:12,2023-03-11 10:08:48.000000000,60.6,3.36,2.51,$39.11,Nigh,Thursday#,41%,82%,181.15,18.77,1,DC FAST CHARGER,Commute
U0942,Tesla Model 3 ,48,S442,Chicag,2023-06-23 09:19:56,2023-06-23 14:07:20.000000000,64.56,4.79,43.05,$40.38,AFTERNOON,Sunda,33%,88%,258.12,0.65,3,level 1,commuter
U0943,Audi e-Tron#,65,S195,LOS ANGELES,2023-07-31 08:06:45,2023-07-31 11:02:33.000000000,74.27,2.93,28.97,$6.29,NIGHT,Thursday ,31%,92%,284.82,-4.31,5,dc fast charger,COMMUTER
U0944,Nissan Leaf ,75,S323,NEW YORK,2023-08-13 01:22:25,2023-08-13 05:02:37.000000000,69.87,3.67,36.59,$44.94,EVENING,thursday,34%,82%,74.64,19.84,0,Level ,long-distance traveler
U0945,Nissan Leaf ,99,S211,Chicag,2023-06-14 14:52:33,2023-06-14 19:26:09.000000000,75.6,4.56,28.63,$36.33,Night ,Tuesday#,40%,86%,27.81,8.98,3,Level ,Long-Distance Traveler 
U0946,Tesla Model 3 ,30,S245,New York ,2023-02-28 02:52:30,2023-02-28 08:03:18.000000000,74.88,5.18,38.82,$38.8,afternoon,THURSDAY,75%,95%,199.02,4.78,4,LEVEL 2,Long-Distance Travele
U0947,Tesla Model ,78,S449,san francisco,2023-08-21 23:26:53,2023-08-22 07:08:53.000000000,38.16,7.7,37.78,$31.0,Evening#,Friday#,27%,81%,74.97,4.08,2,Level 1#,Long-Distance Travele
NA,NA,88,NA,NA,NA,NA,9.07,4.81,39.3,$46.09,NA,NA,43%,95%,183.65,1.11,9,NA,NA
U0949,Tesla Model 3 ,98,S260,Chicago#,2023-04-20 00:37:08,2023-04-20 04:05:56.000000000,20.11,3.48,35.97,$43.6,Morning ,thursday,33%,87%,11.45,33.08,2,Level ,commuter
U0950,Tesla Model ,52,S326,Los Angeles#,2023-01-16 12:27:10,2023-01-16 18:40:22.000000000,67.76,6.22,41.64,$8.86,Nigh,thursday,26%,98%,157.01,8.24,2,DC FAST CHARGER,commuter
U0951,Hyundai Kon,95,S080,SEATTLE,2023-09-11 10:09:00,2023-09-11 13:01:12.000000000,37.78,2.87,13.83,$33.05,evening,sunday,38%,80%,132.86,22.41,1,level 2,long-distance traveler
U0952,AUDI E-TRON,80,S316,Chicago ,2023-07-31 03:10:02,2023-07-31 10:27:25.999999999,59.94,7.29,17.1,$49.33,Evenin,Frida,19%,92%,259.12,28.25,0,Level ,COMMUTER
U0953,TESLA MODEL 3,79,S092,New York#,2023-06-28 20:49:20,2023-06-28 21:49:56.000000000,25.78,1.01,49.37,$34.48,Afternoon ,thursday,53%,91%,76.99,38.01,3,DC Fast Charger ,Commuter 
U0954,tesla model 3,31,S065,SEATTLE,2023-07-24 07:16:15,2023-07-24 13:12:39.000000000,53.39,5.94,29.62,$13.9,Night#,Monda,34%,83%,244.38,-8.52,0,Level 1#,Commute
U0955,Nissan Leaf ,33,S436,Los Angeles ,2023-05-11 23:19:33,2023-05-12 00:36:21.000000000,38.69,1.28,38.17,$25.76,Evening#,Monday#,22%,98%,37.76,16.96,6,dc fast charger,Commute
U0956,Nissan Lea,69,S125,new york,2023-10-31 13:59:30,2023-10-31 15:03:06.000000000,34.18,1.06,18.29,$9.9,Afternoon ,wednesday,51%,93%,265.81,-7.37,8,level 2,Long-Distance Traveler#
U0957,audi e-tron,49,S242,seattle,2023-04-28 04:01:05,2023-04-28 10:36:29.000000000,19.17,6.59,27.2,$45.4,EVENING,monday,14%,86%,286.81,26.85,5,LEVEL 1,Commute
U0958,Nissan Lea,73,S438,new york,2023-02-02 09:49:45,2023-02-02 17:35:21.000000000,79.01,7.76,20.79,$19.8,EVENING,Frida,72%,89%,249.81,-2.15,1,DC FAST CHARGER,Commuter#
U0959,Tesla Model 3#,68,S234,Chicag,2023-01-14 18:40:06,2023-01-14 21:55:06.000000000,54.94,3.25,7.14,$45.71,night,wednesday,20%,92%,55.58,-4.59,5,Level 1#,COMMUTER
U0960,Hyundai Kon,64,S173,chicago,2023-03-11 14:09:46,2023-03-11 20:56:34.000000000,13.87,6.78,47.38,$41.21,MORNING,Sunda,63%,98%,273.32,25.62,2,level 1,Commute
U0961,Audi e-Tro,58,S250,san francisco,2023-12-07 00:56:14,2023-12-07 07:31:38.000000000,70.41,6.59,5.88,$13.39,AFTERNOON,TUESDAY,69%,83%,197.4,-1.52,6,DC Fast Charger ,Long-Distance Traveler 
U0962,hyundai kona,85,S008,New York ,2023-04-02 23:13:19,2023-04-03 00:28:19.000000000,63.32,1.25,5.35,$4.56,EVENING,Saturday ,37%,85%,47.92,22.37,4,dc fast charger,Long-Distance Traveler 
U0963,nissan leaf,45,S417,SEATTLE,2023-04-21 13:25:33,2023-04-21 20:45:57.000000000,23.96,7.34,10.47,$49.3,Mornin,Wednesday ,42%,94%,16.28,-2.74,8,Level 1#,long-distance traveler
U0964,Audi e-Tro,59,S305,Los Angeles ,2023-05-14 18:12:37,2023-05-14 20:00:01.000000000,67.48,1.79,14.67,$45.98,night,sunday,22%,98%,75.08,-4.77,4,DC FAST CHARGER,Commuter#
U0965,CHEVY BOLT,87,S027,Seattl,2023-02-24 12:56:06,2023-02-24 18:09:54.000000000,72.52,5.23,18.71,$42.44,AFTERNOON,THURSDAY,41%,91%,62.22,24.41,6,LEVEL 2,Commuter 
U0966,TESLA MODEL 3,54,S473,Chicag,2023-12-14 06:20:07,2023-12-14 11:24:55.000000000,52.89,5.08,31.95,$48.58,MORNING,Monday#,58%,83%,15.76,-0.06,6,Level ,Commuter 
U0967,Hyundai Kona#,56,S396,New York#,2023-01-14 05:30:30,2023-01-14 13:02:54.000000000,33.02,7.54,49.92,$25.67,Evening ,Wednesday#,74%,80%,184.68,7.8,8,Level 2#,LONG-DISTANCE TRAVELER
U0968,Hyundai Kona#,31,S115,chicago,2023-02-03 06:33:00,2023-02-03 10:06:00.000000000,14.17,3.55,33.6,$15.36,AFTERNOON,thursday,74%,80%,32.7,23.49,4,DC Fast Charger ,COMMUTER
U0969,Hyundai Kon,35,S341,Seattl,2023-10-12 21:12:42,2023-10-12 23:07:18.000000000,10.23,1.91,22.37,$5.47,Morning ,WEDNESDAY,70%,92%,46.87,39.94,4,DC Fast Charger#,commuter
U0970,hyundai kona,37,S115,San Francisco ,2023-04-18 06:44:20,2023-04-18 07:56:56.000000000,25.7,1.21,18.19,$43.5,Night#,Monday ,40%,80%,18.74,17.61,5,Level ,Commute
U0971,Hyundai Kon,60,S245,New York ,2023-12-20 20:59:46,2023-12-21 02:13:34.000000000,58.25,5.23,20.23,$23.36,Afternoon#,Thursday ,20%,80%,58.81,13.97,0,DC FAST CHARGER,Long-Distance Traveler#
U0972,HYUNDAI KONA,45,S176,Chicag,2023-06-03 18:50:51,2023-06-03 22:37:39.000000000,65.94,3.78,15.12,$29.03,Afternoon#,Sunday#,16%,86%,196.91,23.21,6,LEVEL 2,Commuter#
U0973,chevy bolt,92,S305,CHICAGO,2023-11-04 18:34:52,2023-11-04 20:51:04.000000000,57.21,2.27,18.05,$36.76,Evenin,SUNDAY,69%,88%,18.08,25.36,2,Level 2 ,commuter
NA,NA,91,NA,NA,NA,NA,24.0,3.25,30.54,$22.7,NA,NA,57%,85%,141.52,15.9,7,NA,NA
NA,NA,59,NA,NA,NA,NA,76.73,7.33,16.88,$22.39,NA,NA,33%,96%,213.8,14.09,1,NA,NA
U0976,hyundai kona,60,S486,los angeles,2023-10-31 01:39:29,2023-10-31 07:33:29.000000000,35.51,5.9,6.89,$19.8,Morning#,SUNDAY,44%,97%,81.92,30.3,2,Level 2#,Commute
U0977,nissan leaf,87,S413,Seattl,2023-02-23 01:21:59,2023-02-23 07:42:59.000000000,17.08,6.35,20.44,$26.99,Night#,Monday ,19%,87%,230.05,-3.15,0,level 2,Commute
U0978,NISSAN LEAF,94,S482,Chicago#,2023-09-04 15:43:42,2023-09-04 23:04:06.000000000,47.72,7.34,40.75,$47.4,morning,Thursday ,79%,90%,205.81,-4.82,2,level 2,COMMUTER
U0979,TESLA MODEL 3,42,S335,Los Angeles ,2023-11-13 13:03:30,2023-11-13 18:59:54.000000000,9.27,5.94,15.16,$3.58,Night ,friday,63%,96%,52.26,-4.93,0,LEVEL 2,Long-Distance Traveler#
U0980,Audi e-Tro,79,S217,Seattle#,2023-08-30 19:04:25,2023-08-30 23:57:13.000000000,76.17,4.88,26.87,$40.26,afternoon,WEDNESDAY,25%,85%,158.32,18.76,6,level 1,Commuter 
U0981,Audi e-Tro,45,S316,SEATTLE,2023-04-27 20:15:00,2023-04-28 00:10:12.000000000,8.29,3.92,8.87,$26.1,Evening#,Wednesday ,37%,93%,16.24,24.6,6,Level ,Commute
U0982,chevy bolt,47,S470,Los Angele,2023-02-06 22:08:21,2023-02-07 02:09:33.000000000,39.56,4.02,2.73,$37.89,Evening ,Tuesda,40%,90%,203.15,3.61,8,level 1,Long-Distance Traveler#
U0983,Audi e-Tron ,77,S086,New York#,2023-07-31 08:12:53,2023-07-31 15:15:17.000000000,74.52,7.04,18.52,$16.31,Afternoo,Sunda,22%,84%,176.34,-9.12,1,DC FAST CHARGER,Commute
U0984,Chevy Bol,35,S121,New York ,2023-09-16 19:02:05,2023-09-16 23:47:41.000000000,50.3,4.76,34.34,$4.52,Evening#,Sunda,12%,85%,13.41,-4.8,6,Level 1 ,Commute
U0985,Hyundai Kona#,51,S351,CHICAGO,2023-02-23 07:35:51,2023-02-23 15:17:51.000000000,43.77,7.7,16.77,$39.6,MORNING,friday,34%,80%,143.75,5.89,0,DC FAST CHARGER,COMMUTER
U0986,Hyundai Kon,59,S248,San Francisco#,2023-04-01 08:03:01,2023-04-01 10:51:37.000000000,33.37,2.81,29.05,$10.36,Evening#,Tuesday#,72%,85%,143.79,37.98,1,DC Fast Charger ,Long-Distance Travele
NA,NA,37,NA,NA,NA,NA,9.77,7.22,27.42,$12.85,NA,NA,23%,99%,221.21,36.43,7,NA,NA
U0988,nissan leaf,60,S377,New York ,2023-10-24 20:23:08,2023-10-24 22:54:20.000000000,58.93,2.52,33.05,$49.4,night,SATURDAY,73%,91%,148.37,6.89,5,Level 1 ,LONG-DISTANCE TRAVELER
U0989,Hyundai Kon,67,S287,chicago,2023-01-04 16:18:46,2023-01-04 19:42:46.000000000,34.32,3.4,2.34,$26.93,Afternoon ,Sunday ,67%,92%,97.78,0.3,4,level 2,COMMUTER
U0990,Nissan Lea,57,S164,Los Angeles#,2023-10-16 07:33:27,2023-10-16 10:22:03.000000000,79.05,2.81,2.02,$39.11,Mornin,monday,73%,83%,150.27,37.8,4,dc fast charger,Commuter#
U0991,Chevy Bolt ,57,S372,new york,2023-05-24 09:44:50,2023-05-24 14:14:50.000000000,37.67,4.5,47.31,$5.49,afternoon,Monday#,22%,83%,240.77,21.22,6,Level ,COMMUTER
U0992,AUDI E-TRON,68,S117,chicago,2023-06-09 06:12:26,2023-06-09 07:25:02.000000000,27.61,1.21,46.4,$36.89,Afternoon ,Tuesday ,78%,93%,194.72,23.67,5,level 2,Long-Distance Traveler 
U0993,audi e-tron,82,S009,chicago,2023-03-17 07:35:37,2023-03-17 14:03:49.000000000,69.29,6.47,27.57,$7.97,Night#,Monday ,16%,99%,129.08,-1.88,3,DC Fast Charger#,Commute
U0994,nissan leaf,64,S345,new york,2023-04-19 00:18:19,2023-04-19 03:38:07.000000000,41.31,3.33,27.77,$37.62,Evening#,Saturda,37%,89%,140.17,13.67,0,Level ,COMMUTER
U0995,Tesla Model 3 ,64,S164,New Yor,2023-12-07 07:27:32,2023-12-07 15:04:08.000000000,46.53,7.61,34.53,$42.35,AFTERNOON,Frida,58%,85%,181.93,36.56,0,Level 2#,long-distance traveler
U0996,Tesla Model 3 ,40,S066,new york,2023-01-22 00:47:16,2023-01-22 02:46:40.000000000,57.41,1.99,34.02,$12.97,Night#,FRIDAY,55%,86%,194.68,2.8,8,DC Fast Charger#,commuter
U0997,tesla model 3,69,S363,Los Angele,2023-09-02 22:12:41,2023-09-03 06:09:41.000000000,6.74,7.95,21.02,$48.48,evening,THURSDAY,71%,89%,28.75,25.49,6,DC Fast Charger ,long-distance traveler
U0998,Tesla Model 3 ,56,S246,Los Angele,2023-02-20 17:47:48,2023-02-20 20:33:24.000000000,32.28,2.76,38.06,$48.28,Morning ,Wednesday ,55%,86%,163.05,6.38,8,DC Fast Charge,Commute
NA,NA,92,NA,NA,NA,NA,23.51,5.18,4.08,$46.46,NA,NA,37%,83%,163.61,24.89,3,NA,NA
U1000,Tesla Model 3#,66,S047,los angeles,2023-09-22 09:14:04,2023-09-22 09:47:04.000000000,61.92,0.55,28.68,$42.77,MORNING,SATURDAY,53%,84%,52.89,12.22,3,level 1,Commute
NA,NA,73,NA,NA,NA,NA,33.02,1.52,7.82,$26.85,NA,NA,63%,82%,241.02,9.01,3,NA,NA
NA,NA,63,NA,NA,NA,NA,79.57,1.05,35.48,$12.18,NA,NA,70%,99%,258.2,10.07,5,NA,NA
NA,NA,89,NA,NA,NA,NA,61.26,3.86,28.35,$14.85,NA,NA,63%,99%,212.56,23.35,2,NA,NA
NA,NA,62,NA,NA,NA,NA,13.49,6.25,49.39,$37.01,NA,NA,72%,85%,227.81,0.25,0,NA,NA
NA,NA,33,NA,NA,NA,NA,74.51,2.96,34.18,$21.22,NA,NA,54%,93%,143.12,20.57,5,NA,NA
NA,NA,60,NA,NA,NA,NA,43.14,6.34,33.98,$29.0,NA,NA,32%,88%,77.97,20.68,9,NA,NA
NA,NA,30,NA,NA,NA,NA,39.07,4.63,37.34,$28.62,NA,NA,32%,87%,75.22,-4.37,8,NA,NA
NA,NA,82,NA,NA,NA,NA,14.69,5.87,22.36,$3.53,NA,NA,34%,91%,224.61,-9.79,7,NA,NA
NA,NA,81,NA,NA,NA,NA,25.33,2.87,37.8,$38.28,NA,NA,75%,89%,277.05,12.18,0,NA,NA
NA,NA,46,NA,NA,NA,NA,49.49,2.97,43.61,$7.38,NA,NA,77%,91%,58.49,26.66,1,NA,NA
NA,NA,40,NA,NA,NA,NA,73.26,1.76,16.12,$3.39,NA,NA,37%,98%,169.06,19.41,7,NA,NA
NA,NA,46,NA,NA,NA,NA,9.08,5.27,36.77,$4.56,NA,NA,14%,86%,179.33,11.43,5,NA,NA
NA,NA,34,NA,NA,NA,NA,11.58,6.35,49.74,$17.64,NA,NA,73%,87%,217.49,37.8,0,NA,NA
NA,NA,91,NA,NA,NA,NA,24.0,3.25,30.54,$22.7,NA,NA,57%,85%,141.52,15.9,7,NA,NA
NA,NA,78,NA,NA,NA,NA,33.46,2.14,7.48,$48.16,NA,NA,52%,99%,166.36,18.62,7,NA,NA
NA,NA,70,NA,NA,NA,NA,15.61,7.9,18.5,$34.24,NA,NA,60%,82%,58.18,-3.41,0,NA,NA
NA,NA,87,NA,NA,NA,NA,72.26,2.86,3.61,$10.69,NA,NA,68%,96%,266.15,-8.18,0,NA,NA
NA,NA,70,NA,NA,NA,NA,67.41,2.17,22.7,$44.98,NA,NA,10%,93%,134.87,24.94,7,NA,NA
NA,NA,38,NA,NA,NA,NA,22.17,2.51,19.88,$5.85,NA,NA,10%,98%,215.19,23.99,6,NA,NA
NA,NA,66,NA,NA,NA,NA,13.84,7.71,49.15,$30.34,NA,NA,11%,94%,63.01,-2.63,9,NA,NA
NA,NA,58,NA,NA,NA,NA,46.88,6.65,23.56,$12.43,NA,NA,78%,89%,196.57,36.04,9,NA,NA
